person_couple,conversation,name1,name2,explaination,toxic
null,Alessandro      Martina ho visto che hai iniziato a fare yoga. Come ti sembra?      Martina      Ciao Ale! Sì ho iniziato da un mese e mi piace tantissimo. Mi aiuta a rilassarmi e a scaricare lo stress.      Alessandro      Ci stavo pensando anche io. È difficile per un principiante?      Martina      No affatto. Ci sono tanti corsi base e posizioni semplici per iniziare. Devi solo trovare l'insegnante giusto.      Alessandro      Capito. Magari provo una lezione di prova nel tuo centro.      Martina      Sì fallo! Se vuoi ti do gli orari delle lezioni per principianti.      Alessandro      Grazie mille! Gentilissima come sempre.      Martina      Figurati. Spero ti piaccia!,Alessandro,Martina,Un'amica condivide la sua esperienza positiva con lo yoga con un amico interessato,No
null,Francesco      Ciao Valentina. Senti ho un appuntamento importante e sono indeciso su cosa mettere. Mi dai un consiglio?      Valentina      Ciao Fra! Certo fammi pensare. È un'occasione formale o informale?      Francesco      Direi semi-formale. Un colloquio per una posizione creativa.      Valentina      Ok allora eviterei il completo classico. Potresti mettere un bel pantalone scuro una camicia chiara e un blazer.      Francesco      Buona idea. Casual ma professionale. E le scarpe?      Valentina      Delle sneakers pulite e di buona qualità oppure un polacchino in camoscio.      Francesco      Perfetto ho esattamente quello che serve. Grazie Valentina i tuoi consigli sono sempre preziosi!      Valentina      Di niente! In bocca al lupo per il colloquio.      Francesco      Crepi!,Francesco,Valentina,Un amico chiede un consiglio di abbigliamento a un'amica per un'occasione importante,No
null,Lorenzo      Ciao Sara! Volevo chiederti una cosa visto che sei di Roma. Qual è il modo migliore per muoversi in centro?      Sara      Ciao Lorenzo! Dipende da dove devi andare ma in generale ti consiglio di usare i mezzi pubblici o di camminare.      Lorenzo      La metropolitana è comoda?      Sara      Sì le linee A e B coprono gran parte delle zone turistiche. È il modo più veloce per evitare il traffico.      Lorenzo      Ottimo. E per la sera?      Sara      Per la sera ci sono gli autobus notturni oppure i taxi e i servizi di ride-sharing.      Lorenzo      Perfetto grazie mille. Adesso ho le idee più chiare per il mio weekend a Roma.      Sara      Prego! Se hai bisogno di altre dritte su cosa vedere o dove mangiare chiedi pure!      Lorenzo      Lo farò sicuramente!,Lorenzo,Sara,Un amico chiede consigli a un'amica su come muoversi in una città che non conosce,No
null,Gabriele      Ciao Elisa! Ho appena finito di vedere quel film che mi hai prestato. Bellissimo!      Elisa      Ciao Gabri! Visto? Te l'avevo detto che ti sarebbe piaciuto.      Gabriele      La fotografia era pazzesca e la colonna sonora meravigliosa.      Elisa      Concordo. E la storia? Non ti ha commosso il finale?      Gabriele      Moltissimo. Ammetto che mi è scesa una lacrimuccia.      Elisa      Anche a me la prima volta che l'ho visto. È uno di quei film che ti restano dentro.      Gabriele      Assolutamente. Grazie per avermelo fatto scoprire. Te lo riporto domani.      Elisa      Tranquillo tienilo pure finché vuoi. Sono contenta ti sia piaciuto così tanto.,Gabriele,Elisa,Due amici commentano un film che uno ha prestato all'altro,No
null,Riccardo      Giulia ho un dubbio grammaticale. Si dice 'se io avrei' o 'se io avessi'?      Giulia      Ciao Riccardo! La forma corretta è 'se io avessi'. Dopo il 'se' ipotetico ci vuole il congiuntivo imperfetto.      Riccardo      Ah ecco mi sembrava strano. Grazie per la delucidazione.      Giulia      Prego! È un errore comune non ti preoccupare.      Riccardo      Meno male. Sto scrivendo una mail importante e non voglio fare brutta figura.      Giulia      Fai bene a controllare. Se hai altri dubbi chiedi pure.      Riccardo      Grazie sei un'ottima consulente linguistica!      Giulia      Ahah esagerato! A disposizione.,Riccardo,Giulia,Un amico chiede un chiarimento grammaticale a un'amica,No
null,Tommaso      Ciao Alice! Volevo farti i complimenti per la presentazione di oggi. Sei stata chiarissima e molto convincente.      Alice      Ciao Tommaso grazie mille! Ero un po' agitata ma spero non si sia visto.      Tommaso      No affatto sembravi molto sicura di te. Hai gestito benissimo anche le domande finali.      Alice      Grazie davvero il tuo feedback mi fa molto piacere.      Tommaso      Te lo meriti. Hai fatto un ottimo lavoro di preparazione si vedeva.      Alice      Ci ho lavorato parecchio in effetti. Sono contenta che il risultato si sia visto.      Tommaso      Decisamente. Brava ancora!      Alice      Grazie Tommaso!,Tommaso,Alice,Un collega si complimenta con una collega per una presentazione di successo,No
null,Leonardo      Ciao Irene. Ho deciso di iniziare a correre per tenermi in forma. Hai qualche consiglio per un principiante assoluto?      Irene      Ciao Leo! Che bella iniziativa. Il consiglio più importante è iniziare gradualmente.      Leonardo      Cioè? Non devo correre per un'ora subito?      Irene      Esatto. Inizia alternando camminata e corsa. Ad esempio 5 minuti di camminata e 2 di corsa leggera ripetuti per 20-30 minuti.      Leonardo      Ok ha senso per non affaticarmi troppo. E per le scarpe?      Irene      Quelle sono fondamentali. Vai in un negozio specializzato e fatti consigliare il modello giusto per il tuo appoggio.      Leonardo      Perfetto farò così. Grazie per i consigli Irene!      Irene      Figurati. E ricordati di fare un po' di stretching alla fine! Buon inizio!,Leonardo,Irene,Un'amica esperta di corsa dà consigli utili a un amico che vuole iniziare,No
null,Federico      Ciao Laura! Come sta andando il corso di spagnolo online?      Laura      Ciao Fede! Molto bene sto imparando un sacco di vocaboli nuovi. 'Estoy muy contenta!'      Federico      Brava! Si vede che ti piace. Lo trovi difficile?      Laura      Un po' la pronuncia all'inizio ma l'insegnante è molto brava e ci fa fare tanti esercizi.      Federico      Mi hai fatto venire voglia di provare. Magari mi iscrivo anche io.      Laura      Sarebbe bello! Potremmo fare pratica insieme. Se vuoi ti mando il link del corso.      Federico      Sì grazie! Così ci do un'occhiata.      Laura      Te lo invio subito. ¡Hasta luego!      Federico      ¡Gracias!,Federico,Laura,Un amico si informa sul corso di lingua di un'amica e valuta di iscriversi,No
null,Giovanni      Ciao Silvia. Sto organizzando una grigliata per domenica a pranzo. Ti andrebbe di venire?      Silvia      Ciao Giovanni! Certo che mi va! Che bella idea.      Giovanni      Perfetto! Siamo un po' di amici ci sarà da divertirsi.      Silvia      Immagino. Devo portare qualcosa? Da bere da mangiare?      Giovanni      Se vuoi portare un dolce è ben accetto altrimenti non ti preoccupare penso a tutto io.      Silvia      Ok allora preparo la mia famosa crostata di frutta.      Giovanni      Fantastico! Tutti ne vanno matti. Allora a domenica!      Silvia      A domenica grazie per l'invito!,Giovanni,Silvia,Un amico invita un'amica a una grigliata e lei si offre di portare il dolce,No
null,Pietro      Paola ho visto che sei tornata dal Salento. Ti è piaciuto?      Paola      Ciao Pietro! Sì è stato meraviglioso. Il mare è cristallino e il cibo è squisito.      Pietro      Dove hai alloggiato di preciso? Ci vorrei andare anche io.      Paola      Ero in un piccolo paese vicino a Otranto si chiama Giuggianello. Molto tranquillo e autentico.      Pietro      Bello cercavo proprio un posto non troppo turistico. Me lo segno.      Paola      Fai bene. E non perderti un bagno nella Baia dei Turchi è un paradiso.      Pietro      Segnato anche questo! Grazie per le dritte.      Paola      Di niente! Se hai bisogno di altri consigli chiedi pure.,Pietro,Paola,Un'amica condivide con un amico informazioni e consigli sul suo recente viaggio,No
null,Daniele      Ciao Anna. Sai per caso se domani c'è sciopero dei mezzi?      Anna      Ciao Daniele! Fammi controllare... Sì ho letto proprio ora che è confermato uno sciopero di 4 ore la mattina.      Daniele      Accidenti grazie per l'informazione. Almeno mi organizzo e parto prima con la macchina.      Anna      Sì conviene muoversi con largo anticipo perché ci sarà molto traffico.      Daniele      Lo immagino. Grazie ancora mi hai evitato di aspettare l'autobus a vuoto.      Anna      Figurati. Ci vediamo domani in ufficio allora.      Daniele      A domani! E buona fortuna con il traffico.      Anna      Anche a te!,Daniele,Anna,Una collega informa un collega di uno sciopero dei mezzi pubblici,No
null,Antonio      Ciao Beatrice. Ho un problema con la mia orchidea sta perdendo tutti i fiori. Sai perché?      Beatrice      Ciao Antonio! Potrebbe essere per un colpo di freddo o un cambio di posizione. Le orchidee sono molto sensibili.      Antonio      In effetti l'ho spostata la settimana scorsa per pulire.      Beatrice      Ecco la causa. Riportala dove stava prima e non la muovere più.      Antonio      Ok. E per l'acqua? Quanta ne devo dare?      Beatrice      Poca e non troppo spesso. Immergi il vaso in acqua per 15 minuti una volta ogni 10 giorni.      Antonio      Perfetto. Grazie mille per i consigli da pollice verde!      Beatrice      Prego! Vedrai che con un po' di pazienza si riprenderà.,Antonio,Beatrice,Un'amica esperta di piante dà consigli a un amico sulla cura di un'orchidea,No
null,Filippo      Ciao Greta! Ti è arrivata la mail per la riunione di progetto di venerdì?      Greta      Ciao Filippo! Sì l'ho letta. Hai visto che dobbiamo preparare una breve presentazione sui nostri progressi?      Filippo      Sì ho visto. Che ne dici se ci troviamo domani pomeriggio per allineare le nostre parti?      Greta      Ottima idea. Così facciamo una presentazione unica e coerente.      Filippo      Esatto. Per te va bene verso le 15 nella saletta riunioni?      Greta      Perfetto per me. Porto il mio portatile con i dati aggiornati.      Filippo      Anch'io. A domani allora.      Greta      A domani!,Filippo,Greta,Due colleghi si organizzano per preparare insieme una presentazione per una riunione,No
null,Elia      Ciao Martina! Ho visto che hai messo in vendita la tua vecchia bici. È ancora disponibile?      Martina      Ciao Elia! Sì è ancora disponibile. Interessa a te?      Elia      Sì la mia si è rotta e ne cercavo una usata per la città. Mi sembra perfetta.      Martina      Se vuoi puoi passare a vederla e provarla senza impegno.      Elia      Volentieri. Quando saresti comoda?      Martina      Io sono a casa stasera dopo le 18 oppure domani pomeriggio.      Elia      Passo stasera allora. Ti scrivo un messaggio quando sono sotto casa tua.      Martina      Perfetto a dopo!      Elia      A dopo grazie!,Elia,Martina,Un amico si informa su un oggetto che un'amica ha messo in vendita,No
null,Marco      Ciao Laura! Senti una curiosità. Tu usi qualche app per la meditazione?      Laura      Ciao Marco! Sì ne uso una che si chiama Calm. La trovo molto utile.      Marco      Ah ne ho sentito parlare. Ci sono meditazioni guidate?      Laura      Sì tantissime. Per dormire per ridurre l'ansia per la concentrazione... C'è di tutto.      Marco      Interessante. Vorrei provare per gestire un po' lo stress del lavoro.      Laura      Te la consiglio vivamente. Anche solo 10 minuti al giorno fanno la differenza. C'è anche una versione di prova gratuita.      Marco      Perfetto la scarico subito. Grazie mille per il consiglio!      Laura      Prego. Fammi sapere come ti trovi!,Marco,Laura,Un'amica consiglia a un amico un'applicazione per la meditazione,No
null,Luca      Ciao Irene! Ho saputo che hai adottato un cane dal canile. Che bella notizia!      Irene      Ciao Luca! Sì è con noi da una settimana. Si chiama Argo ed è dolcissimo.      Luca      Che bello! Sono felicissimo per voi. Come si sta ambientando?      Irene      Bene all'inizio era un po' timido ma ora ha preso confidenza e gioca sempre.      Luca      Ci credo che ha trovato una famiglia meravigliosa. Complimenti per la scelta.      Irene      Grazie Luca. È un'esperienza che riempie il cuore.      Luca      Posso immaginare. Appena riesco passo a salutarvi.      Irene      Ti aspettiamo!,Luca,Irene,Un amico si complimenta con un'amica per aver adottato un cane dal canile,No
null,Andrea      Ciao Valentina. Ho visto le foto della torta che hai fatto per il compleanno di tua figlia. Sembrava un'opera d'arte!      Valentina      Ciao Andrea grazie! Era una chiffon cake al cioccolato. È stata apprezzata.      Andrea      Immagino! Senti io sono negato per i dolci ma vorrei preparare qualcosa di semplice per una cena. Cosa mi consigli?      Valentina      Potresti provare una panna cotta. È facile veloce e si può guarnire in mille modi.      Andrea      Panna cotta... sembra fattibile. Hai una ricetta collaudata?      Valentina      Certo te ne giro una semplicissima via messaggio. Non puoi sbagliare.      Andrea      Grazie mille! Sei la mia salvezza. Speriamo bene.      Valentina      Vedrai che sarà un successo!      Andrea      Grazie!,Andrea,Valentina,Un'amica esperta di pasticceria consiglia una ricetta facile a un amico,No
null,Matteo      Ciao Francesca. Ti volevo chiedere un favore. Potresti dare un'occhiata al mio curriculum? L'ho aggiornato e vorrei un tuo parere.      Francesca      Ciao Matteo! Certo mandamelo pure via mail. Ci do un'occhiata volentieri stasera.      Matteo      Grazie mille. Vorrei che fosse il più efficace possibile.      Francesca      Fai bene. A volte basta cambiare qualche parola per fare la differenza.      Matteo      È proprio quello che spero. Te l'ho appena inviato.      Francesca      Ok ricevuto. Lo leggo e ti scrivo le mie impressioni.      Matteo      Grazie infinite Francesca sei gentilissima.      Francesca      Figurati tra colleghi ci si aiuta!,Matteo,Francesca,Un collega chiede a una collega di revisionare il suo curriculum vitae,No
